NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300787,2019-06-17,19/0527/ECSS,SERVICE DE LA SOLIDARITE ET DE LA LUTTE CONTRE L'EXCLUSION - Attribution d'une subvention hors libéralité à la Fondation Saint Jean de Dieu - Approbation de l'avenant n°1.,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300788,2019-06-17,19/0526/ECSS,SERVICE DE LA SOLIDARITE ET DE LA LUTTE CONTRE L'EXCLUSION - Unité d'Hébergement d'Urgence de la Ville de Marseille - Paiement au gestionnaire du solde de la participation financière de la Ville de Marseille pour l'année 2019.,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300789,2019-06-17,19/0525/ECSS,"SERVICE DE LA SOLIDARITE ET DE LA LUTTE CONTRE L'EXCLUSION - Attribution de subventions à des associations de Solidarité, de Lutte contre l'Exclusion et d'Intégration - Libéralités - 1ère répartition.",DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300790,2019-06-17,19/0524/ECSS,SERVICE FAMILLE ET SENIORS - Convention de partenariat avec l'Agence Nationale des Chèques Vacances pour bénéficier du programme Seniors en Vacances 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300791,2019-06-17,19/0523/ECSS,OPERA-ODEON - Approbation du versement des droits audiovisuels aux musiciens de l'Orchestre Philharmonique de l'Opéra de Marseille.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300792,2019-06-17,19/0522/ECSS,"OPERA-ODEON - Approbation du contrat conclu entre la Ville de Marseille et la Régie Culturelle Régionale, l'Opéra Toulon Provence Méditerranée, la Communauté d'Agglomération du Grand Avignon, l'Opéra Nice Côte d'Azur - Approbation des avenants n°1 et n°3.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300793,2019-06-17,19/0521/ECSS,OPERA-ODEON - Approbation d'une convention de partenariat conclue entre la Ville de Marseille et la Direction Territoriale de la Protection Judiciaire de la Jeunesse (DTPJJ) des Bouches-du-Rhône et l'Etablissement Pénitentiaire pour Mineurs (EPM) pour une action culturelle.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300794,2019-06-17,19/0520/ECSS,OPERA-ODEON - Approbation de l'avenant n°1 à la convention de partenariat conclue entre la Ville de Marseille et la société Indigo Infra France - Saison 2018-2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300795,2019-06-17,19/0519/ECSS,OPERA-ODEON - Approbation de la convention de coréalisation conclue entre la Ville de Marseille et le Groupe de Musique Expérimentale de Marseille (GMEM) pour la saison 2019-2020 - Approbation de la convention de coréalisation conclue entre la Ville de Marseille et la Compagnie Julien Lestel pour l'organisation de concerts.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300796,2019-06-17,19/0518/ECSS,Approbation de trois conventions de partenariat média pour la promotion de l'exposition Wurm.,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055300797,2019-06-17,19/0517/ECSS,Subvention de fonctionnement 2019 au Groupement d'Intérêt Public Culturel gérant le Centre Interdisciplinaire de Conservation et de Restauration du Patrimoine (GIPC-CICRP) Belle de Mai - 3ème versement 2019.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300798,2019-06-17,19/0516/ECSS,Approbation de la convention de partenariat conclue entre la Ville de Marseille et l'Institut Français pour les années 2020-2021-2022.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300799,2019-06-17,19/0515/ECSS,SERVICE DES MUSEES - Approbation d'une convention cadre de partenariat conclue entre la Ville de Marseille et Aix-Marseille Université.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300800,2019-06-17,19/0514/ECSS,SERVICE DES MUSEES - Approbation d'une convention de partenariat conclue entre la Ville de Marseille et l'Aéroport Marseille-Provence.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300801,2019-06-17,19/0513/ECSS,"SERVICE DES MUSEES - Approbation d'une convention de coproduction conclue entre la Ville de Marseille et la Réunion des Musées Nationaux - Grand Palais (RMN-GP) pour l'organisation de l'exposition ""Le surréalisme dans la peinture américaine"", présentée au Centre de la Vieille Charité du 25 juin au 25 octobre 2020.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300802,2019-06-17,19/0512/ECSS,"Mise en conformité et sécurisation du théâtre Silvain - 1, chemin du Pont - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300803,2019-06-17,19/0511/ECSS,"Réhabilitation de la façade vitrée de la Bibliothèque Municipale à Vocation Régionale ALCAZAR, 58, cours Belsunce - 1er arrondissement - Approbation de l'augmentation de l'affectation d'autorisation de programme relative aux études et travaux.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300804,2019-06-17,19/0510/ECSS,Réhabilitation et revalorisation du Mémorial des Déportations - Quai de La Tourette - 2ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300805,2019-06-17,19/0509/ECSS,Bibliothèque du Centre Urbain du Merlan - Avenue Raimu - 14ème arrondissement - Réaménagement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300806,2019-06-17,19/0508/ECSS,SERVICE DES MUSEES - Approbation de la modernisation des équipements multimédia des établissements muséaux de la Voie historique - Approbation de l'affectation de l'autorisation de programme - Financement.,DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300807,2019-06-17,19/0507/ECSS,SERVICE ACTIVITES ET MOYENS PEDAGOGIQUES - Approbation de taux de rémunération des enseignants pour les activités réalisées sur des temps périscolaires.,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300808,2019-06-17,19/0506/ECSS,SERVICE DES RESSOURCES PARTAGEES - Acquisition de mobilier spécifique pour les écoles maternelles publiques - Approbation de l'affectation de l'autorisation de programme.,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300809,2019-06-17,19/0505/ECSS,SERVICE INSCRIPTIONS ET LOCAUX SCOLAIRES - Fusion des écoles maternelle Loubière et école élémentaire Loubière - 5ème arrondissement. ,DIRECTION DE L'EDUCATION ET DE LA JEUNESSE,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300810,2019-06-17,19/0504/ECSS,"DIRECTION DE L'EDUCATION ET DE LA JEUNESSE - SERVICE INSCRIPTIONS SCOLAIRES ET LOCAUX - Désaffectation d'un logement de fonction scolaire situé au 1er étage d'un bâtiment sis 15, traverse Pupat 8ème arrondissement.",DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL,
Marseille,21130055300811,2019-06-17,19/0503/ECSS,"Travaux de mise en sécurité des façades de l'élémentaire et des locaux annexes du groupe scolaire Grotte Roland, 24, boulevard de Salyens - 8ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300812,2019-06-17,19/0502/ECSS,"PLAN ECOLE AVENIR - Extension et réhabilitation partielle du groupe scolaire Menpenti - 161, avenue de Toulon - 10ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement. ",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300813,2019-06-17,19/0501/ECSS,Création du groupe scolaire Mirabilis à Sainte-Marthe - 14ème arrondissement - Approbation du protocole transactionnel entre la Ville de Marseille et la Société FAYAT BATIMENT Agence CARI PROVENCE pour le règlement du marché 16/00181 (lot 1).,DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300814,2019-06-17,19/0500/ECSS,"Groupe scolaire Saint-Charles Rolmer - Réfection complète des toitures - 47-49, rue Lucien Rolmer - 3ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300815,2019-06-17,19/0499/ECSS,"Groupe Scolaire Saint Antoine Thollon, écoles élémentaires Saint Antoine Palanque, Viste Bousquet et  Notre Dame Limite les Fabrettes - Réhabilitation des cours de récréation - 15ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300816,2019-06-17,19/0498/ECSS,"SERVICE MAITRISE D'OUVRAGE - PLAN ECOLE AVENIR - Extension et réhabilitation de l'école maternelle Montolieu en vue de la création d'un groupe scolaire - 10, rue Montolieu - 2ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études - Approbation du lancement d'un concours de maîtrise d'œuvre - Désignation du jury - Financement.",DIRECTION ETUDES ET GRANDS PROJETS DE CONSTRUCTION,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300817,2019-06-17,19/0497/ECSS,SERVICE DE L'ANIMATION ET DES EQUIPEMENTS SOCIAUX - Subventions d'équipement à diverses associations - 2ème répartition 2019.,DIRECTION DE L'ACTION SOCIALE ET DE L'ANIMATION,DIRECTION GENERALE ADJOINTE EDUCATION ENFANCE SOCIAL
Marseille,21130055300818,2019-06-17,19/0496/ECSS,Création du centre aéré Montolivet - Impasse Belnet - 12ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement,DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300819,2019-06-17,19/0495/ECSS,"Rénovation et modernisation de la Maison Pour Tous Hauts de Mazargues - 26, avenue de la Martheline - 9ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300820,2019-06-17,19/0494/ECSS,DIRECTION DELEGUEE AUX JEUX OLYMPIQUES 2024 ET AUX GRANDS EVENEMENTS - Coupe du Monde de Rugby 2023 - Candidature de la Ville de Marseille à l'accueil de camps de base.,DIRECTION GENERALE DES SERVICES,
Marseille,21130055300821,2019-06-17,19/0493/ECSS,"OPERA-ODEON - Approbation de l'avenant n°1 à la convention de mise à disposition des Espaces Culturels du Silo d'Arenc pour le compte de l'Orchestre Philharmonique de l'Opéra de Marseille, pour l'année 2019.",DIRECTION DE L'ACTION CULTURELLE,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300822,2019-06-17,19/0492/DDCV,DIRECTION DES RELATIONS INTERNATIONALES ET EUROPEENNES - Mission officielle de la Ville de Marseille en Israël du 15 au 20 septembre 2019 - Frais réels.,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055300823,2019-06-17,19/0491/DDCV,Adhésion à la S.B.A. - Association Smart Building Alliance.,DIRECTION GENERALE ADJOINTE DU NUMERIQUE ET DU SYSTEME D'INFORMATION,
Marseille,21130055300824,2019-06-17,19/0490/DDCV,SERVICE DE LA PREVENTION ET GESTION DES RISQUES - Approbation de la demande de subvention adressée par la Commission Locale d'Information (CLI) de Cadarache.,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300825,2019-06-17,19/0489/DDCV,"SERVICE DE LA MOBILITE URBAINE : Dispositions relatives au stationnement payant sur voirie : critères d'attribution des abonnements et modification de l'appellation ""vignette"" en ""autorisation de stationnement"".",DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300826,2019-06-17,19/0488/DDCV,SERVICE DE LA MOBILITE URBAINE - Approbation de dénomination de voies.,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300827,2019-06-17,19/0487/DDCV,SERVICE DE LA MOBILITE URBAINE - Gestion du stationnement payant sur voirie - Présentation du rapport annuel sur les recours administratifs préalables obligatoires,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300828,2019-06-17,19/0486/DDCV,Service Nautisme et Plongée - Approbation des tarifs de la Direction de la Mer.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300829,2019-06-17,19/0485/DDCV,SERVICE MER ET LITTORIAL - Division Sensibilisation - Attribution d'une subvention à l'association Les Petits débrouillards PACA - Approbation de la convention associée.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300830,2019-06-17,19/0484/DDCV,"Contrat de Baie - Attribution de subventions aux associations « Le Naturoscope » , « A.I.E.J.E » , « Mer-Terre » , « Surfrider Foundation Europe » , « Robins de Villes » - Approbations des conventions de subventions associées.",DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300831,2019-06-17,19/0483/DDCV,Service Mer et Littoral - Politique de la Mer et du Littoral - Plan de préservation du milieu marin et de ses ressources - Approbation d'une convention de mécénat avec la Fondation Ponant pour la sensibilisation et la valorisation du milieu marin et des récifs artificiels du Prado.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300832,2019-06-17,19/0482/DDCV,SERVICE NAUTISME ET PLONGEE - Approbation de l'opération et de l'affectation de l'autorisation de programme pour l'acquisition de bateaux pour les bases nautiques.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300833,2019-06-17,19/0481/DDCV,Service Nautisme et Plongée - Approbation d'une affectation d'autorisation de programme pour l'acquisition de bâteaux pour la sécurité des plages.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300834,2019-06-17,19/0480/DDCV,"Travaux de mise en sécurité des façades des équipements publics de la plage du Prophète, Corniche Kennedy - 7ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055300835,2019-06-17,19/0479/DDCV,DIRECTION DELEGUEE AUX JEUX OLYMPIQUES 2024 ET AUX GRANDS EVENEMENTS - Jeux Olympiques et Paralympiques Paris 2024 - Candidature de la Ville de Marseille à l'accueil de Centres de Préparation aux Jeux Olympiques.,DIRECTION GENERALE DES SERVICES,
Marseille,21130055300836,2019-06-17,19/0478/DDCV,SERVICE MER ET LITTORAL - Plage de la Pointe Rouge - Concession de plage - Conventions d'exploitation - Approbation des avenants n°1.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300837,2019-06-17,19/0477/DDCV,SERVICE MER ET LITTORAL - Plan Plages et Littoral - Approbation de l'opération « Archipel du Frioul - Requalification des espaces publics entre le port et la Villa Marine - Etudes et Travaux » - Approbation de l'affectation de l'autorisation de programme - Approbation de la diminution de l'affectation de l'autorisation de programme Plan Plages et Littoral.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300838,2019-06-17,19/0476/DDCV,SERVICE MER ET LITTORAL - Politique de la Mer et du Littoral - Rétrocession au Conservatoire du Littoral de la gestion du domaine public maritime autour du Frioul - Approbation du périmètre.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300839,2019-06-17,19/0475/DDCV,SERVICE MER ET LITTORAL - Plan Plages et Littoral -  Approbation de la création de l'Opération « Sécurisation et Aménagement des infrastructures et espaces littoraux et ouvrages maritimes -Études et travaux » - Approbation de l'affectation de l'autorisation de programme - Approbation de la diminution de l'affectation de l'autorisation de programme Plan Plages et Littoral.,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
